clusters,wcss
113303, 11653
113302, 3426
113305, 12748
113304, 6059
113307, 8496
113306, 36
113309, 6605
113308, 15243
113311, 12170
113310, 9544
113313, 12061
113312, 4244
113315, 2457
113314, 14812
113317, 2861
113316, 10057
113319, 15957
113318, 740
113321, 13014
113320, 8256
113323, 12094
113322, 14193
113325, 5729
113324, 557
113327, 1674
113326, 7015
113329, 12712
113328, 799
113331, 13124
113330, 5519
113333, 9219
113332, 9101
113335, 641
113334, 6112
113337, 10047
113336, 12471
113339, 2079
113338, 3601
113341, 14664
113340, 927
113343, 2990
113342, 14640
113345, 12548
113344, 12526
113347, 2905
113346, 8528
113349, 10155
113348, 2523
113351, 3099
113350, 12274
113353, 11619
113352, 7976
113355, 11410
113354, 3971
113357, 12822
113356, 1545
113359, 8492
113358, 11855
113361, 7595
113360, 6437
113363, 6389
113362, 831
113365, 10424
113364, 8155
113367, 11799
113366, 13880
113369, 11510
113368, 13421
113371, 12064
113370, 15761
113373, 1125
113372, 3372
113375, 1494
113374, 11502
113377, 4292
113376, 8415
113379, 1747
113378, 9938
113381, 13011
113380, 8951
113383, 13520
113382, 10705
113385, 14351
113384, 15271
113387, 13032
113386, 261
113389, 7847
113388, 2146
113391, 11325
113390, 6892
113393, 13384
113392, 5912
113395, 1578
113394, 15627
113397, 11761
113396, 9847
113399, 6444
113398, 9552
113401, 4632
113400, 9730
113403, 1239
113402, 13845
113405, 8365
113404, 14642
113407, 6121
113406, 5588
113409, 11639
113408, 2988
113411, 2541
113410, 9003
113413, 14378
113412, 14244
113415, 813
113414, 4015
113417, 8365
113416, 15505
113419, 2079
113418, 6372
113421, 15145
113420, 15822
113423, 6646
113422, 1191
113425, 12613
113424, 750
113427, 9536
113426, 14496
113429, 1966
113428, 11847
113431, 10305
113430, 14515
113433, 9583
113432, 6231
113435, 2677
113434, 11427
113437, 7085
113436, 10704
113439, 1102
113438, 14551
113441, 6685
113440, 14270
113443, 12288
113442, 8876
113445, 736
113444, 13305
113447, 7568
113446, 7059
113449, 15405
113448, 15304
113451, 7434
113450, 905
113453, 12528
113452, 13694
113455, 12209
113454, 4275
113457, 15324
113456, 13002
113459, 1408
113458, 11802
113461, 14454
113460, 7107
113463, 11642
113462, 1580
113465, 5319
113464, 13087
113467, 7398
113466, 4042
113469, 7467
113468, 5164
113471, 2956
113470, 14684
113473, 1420
113472, 2975
113475, 9081
113474, 12070
113477, 2680
113476, 13204
113479, 3430
113478, 11634
113481, 15115
113480, 6511
113483, 927
113482, 12551
113485, 6490
113484, 1936
113487, 5912
113486, 8256
113489, 8517
113488, 9096
113491, 7988
113490, 3508
113493, 10424
113492, 749
113495, 15744
113494, 11130
113497, 5668
113496, 14229
113499, 15799
113498, 2444
113501, 14073
113500, 13108
113503, 7635
113502, 4046
113505, 14289
113504, 7681
113507, 12119
113506, 12675
113509, 1149
113508, 12078
113511, 3160
113510, 15846
113513, 7979
113512, 9076
113515, 14328
113514, 6232
113517, 8920
113516, 9549
113519, 13387
113518, 3098
113521, 2087
113520, 6196
113523, 4245
113522, 13689
113525, 4175
113524, 8864
113527, 8315
113526, 12715
113529, 14204
113528, 15559
113531, 2763
113530, 9667
113533, 2504
113532, 14926
113535, 11024
113534, 13433
113537, 5224
113536, 11067
113539, 6435
113538, 3618
113541, 14786
113540, 8347
113543, 15077
113542, 11918
113545, 7796
113544, 11297
113547, 15715
113546, 3465
113549, 8799
113548, 7051
113551, 1613
113550, 14741
113553, 14762
113552, 6562
113555, 9805
113554, 8855
113557, 15770
113556, 1393
113559, 10384
113558, 862
113561, 25
113560, 10591
113563, 3451
113562, 13130
113565, 6289
113564, 3283
113567, 679
113566, 8340
113569, 3444
113568, 12750
113571, 11348
113570, 8503
113573, 2014
113572, 9956
113575, 8631
113574, 1260
113577, 13479
113576, 9095
113579, 10976
113578, 53
113581, 14126
113580, 6665
113583, 7954
113582, 7357
113585, 12219
113584, 10315
113587, 7269
113586, 3373
113589, 2736
113588, 2445
113591, 1218
113590, 614
113593, 9611
113592, 680
113595, 3328
113594, 9007
113597, 9401
113596, 2011
113599, 5717
113598, 9774
113601, 916
113600, 9503
113603, 14459
113602, 4860
113605, 795
113604, 14994
113607, 8038
113606, 14816
113609, 6653
113608, 11574
113611, 6235
113610, 6889
113613, 13080
113612, 11784
113615, 5841
113614, 10369
113617, 15296
113616, 10546
113619, 6
113618, 232
113621, 15294
113620, 10457
113623, 15483
113622, 274
113625, 13195
113624, 10720
113627, 14726
113626, 4709
113629, 12377
113628, 13419
113631, 10608
113630, 2928
113633, 1569
113632, 15900
113635, 1229
113634, 1676
113637, 3181
113636, 4246
113639, 238
113638, 2963
113641, 14072
113640, 10424
113643, 7582
113642, 6684
113645, 8595
113644, 8048
113647, 12561
113646, 12359
113649, 15078
113648, 12330
113651, 1522
113650, 10829
113653, 12290
113652, 3361
113655, 14662
113654, 7393
113657, 2756
113656, 4275
113659, 11834
113658, 15941
113661, 13313
113660, 2853
113663, 11365
113662, 3540
113665, 3962
113664, 12839
113667, 14276
113666, 3522
113669, 9805
113668, 11890
113671, 13711
113670, 10252
113673, 15416
113672, 11887
113675, 13224
113674, 1835
113677, 13327
113676, 449
113679, 12502
113678, 11648
113681, 10329
113680, 12497
113683, 4809
113682, 13682
113685, 4810
113684, 11614
113687, 8260
113686, 13186
113689, 1960
113688, 13928
113691, 8861
113690, 755
113693, 13925
113692, 12740
113695, 2745
113694, 14938
113697, 5678
113696, 15563
113699, 12976
113698, 10181
113701, 7958
113700, 9121
113703, 12761
113702, 181
113705, 5152
113704, 13932
113707, 487
113706, 9157
113709, 2012
113708, 7348
113711, 15239
113710, 2311
113713, 8924
113712, 5170
113715, 3731
113714, 2482
113717, 7986
113716, 4184
113719, 13564
113718, 2869
113721, 15115
113720, 266
113723, 2518
113722, 12165
113725, 13389
113724, 8204
113727, 979
113726, 5522
113729, 6005
113728, 8693
113731, 3181
113730, 11268
113733, 10434
113732, 2706
113735, 13141
113734, 11915
113737, 1630
113736, 11320
113739, 9583
113738, 11331
113741, 7748
113740, 7436
113743, 11396
113742, 8365
113745, 7505
113744, 11237
113747, 10673
113746, 4510
113749, 2859
113748, 13868
113751, 1228
113750, 2590
113753, 10720
113752, 1193
113755, 11970
113754, 9377
113757, 9481
113756, 13589
113759, 896
113758, 840
113761, 6774
113760, 6797
113763, 11646
113762, 9269
113765, 7679
113764, 4108
113767, 6735
113766, 14840
113769, 8797
113768, 15134
113771, 10335
113770, 1188
113773, 9337
113772, 14666
113775, 5665
113774, 9688
113777, 9977
113776, 15432
113779, 9182
113778, 7060
113781, 12297
113780, 15770
113783, 8055
113782, 5620
113785, 11614
113784, 15185
113787, 7063
113786, 60
113789, 9726
113788, 2450
113791, 11153
113790, 3600
113793, 1225
113792, 11145
113795, 15719
113794, 12228
113797, 10527
113796, 12324
113799, 11698
113798, 15199
113801, 15009
113800, 13980
113803, 13196
113802, 3379
113805, 246
113804, 13554
113807, 384
113806, 927
113809, 2460
113808, 1271
113811, 11659
113810, 14202
113813, 4137
113812, 10703
113815, 4246
113814, 12274
113817, 6918
113816, 13361
113819, 2030
113818, 13319
113821, 12622
113820, 2835
113823, 9705
113822, 14130
113825, 4023
113824, 11661
113827, 12857
113826, 15442
113829, 9349
113828, 12074
113831, 11927
113830, 7327
113833, 12712
113832, 3749
113835, 668
113834, 2429
113837, 9617
113836, 15293
113839, 2916
113838, 2062
113841, 12174
113840, 12108
113843, 7935
113842, 234
113845, 3025
113844, 14768
113847, 2972
113846, 12462
113849, 9110
113848, 11614
113851, 4245
113850, 11086
113853, 7963
113852, 12629
113855, 9583
113854, 7699
113857, 7393
113856, 11144
113859, 4305
113858, 6358
113861, 13354
113860, 4987
113863, 5909
113862, 5170
113865, 12809
113864, 8434
113867, 3254
113866, 8603
113869, 6055
113868, 8634
113871, 12955
113870, 6157
113873, 1921
113872, 4693
113875, 1960
113874, 10516
113877, 8178
113876, 2735
113879, 4244
113878, 15042
113881, 6733
113880, 4359
113883, 7516
113882, 10131
113885, 15625
113884, 595
113887, 13209
113886, 13126
113889, 3493
113888, 11194
113891, 12567
113890, 10139
113893, 15183
113892, 620
113895, 15050
113894, 1280
113897, 14618
113896, 3881
113899, 12740
113898, 14335
113901, 3215
113900, 15265
113903, 8711
113902, 2509
113905, 4434
113904, 13888
113907, 1295
113906, 10
113909, 2529
113908, 15401
113911, 3330
113910, 7837
113913, 10630
113912, 14731
113915, 15972
113914, 2661
113917, 13569
113916, 7257
113919, 3442
113918, 1261
113921, 5271
113920, 2723
113923, 10127
113922, 914
113925, 7466
113924, 11505
113927, 11767
113926, 3168
113929, 9582
113928, 7215
113931, 20
113930, 9931
113933, 10771
113932, 680
113935, 11687
113934, 3262
113937, 2462
113936, 6801
113939, 6831
113938, 12362
113941, 8754
113940, 14403
113943, 2460
113942, 72
113945, 3376
113944, 10568
113947, 6436
113946, 10676
113949, 8022
113948, 11396
113951, 468
113950, 14286
113953, 8415
113952, 10900
113955, 3070
113954, 15964
113957, 7748
113956, 11902
113959, 8573
113958, 6636
113961, 11746
113960, 3957
113963, 5824
113962, 3283
113965, 14511
113964, 8195
113967, 14049
113966, 14934
113969, 8590
113968, 11027
113971, 5703
113970, 9624
113973, 11261
113972, 5517
113975, 4089
113974, 11947
113977, 3882
113976, 5840
113979, 3426
113978, 13571
113981, 8642
113980, 13168
113983, 11652
113982, 12696
113985, 15284
113984, 14180
113987, 1807
113986, 7579
113989, 1915
113988, 9836
113991, 8358
113990, 3982
113993, 12726
113992, 777
113995, 6527
113994, 12377
113997, 3422
113996, 3591
113999, 2307
113998, 5391
114001, 12228
114000, 3173
114003, 13582
114002, 1550
114005, 7647
114004, 3872
114007, 6357
114006, 15037
114009, 13471
114008, 10052
114011, 13003
114010, 11699
114013, 11969
114012, 15868
114015, 12388
114014, 2953
114017, 870
114016, 3601
114019, 12777
114018, 8823
114021, 7790
114020, 13869
114023, 293
114022, 3888
114025, 4048
114024, 11302
114027, 5625
114026, 9573
114029, 1862
114028, 628
114031, 10828
114030, 12749
114033, 666
114032, 11484
114035, 4657
114034, 8234
114037, 6209
114036, 15911
114039, 7519
114038, 3155
114041, 5515
114040, 7582
114043, 15169
114042, 14432
114045, 13340
114044, 3708
114047, 3731
114046, 5517
114049, 812
114048, 9575
114051, 12057
114050, 6684
114053, 7977
114052, 14564
114055, 2528
114054, 10115
114057, 9360
114056, 11802
114059, 1819
114058, 9679
114061, 1630
114060, 15188
114063, 5672
114062, 2660
114065, 13843
114064, 10365
114067, 12796
114066, 9630
114069, 11492
114068, 10250
114071, 13448
114070, 3902
114073, 1506
114072, 14111
114075, 6126
114074, 13076
114077, 9228
114076, 10566
114079, 8018
114078, 284
114081, 15903
114080, 4246
114083, 6409
114082, 6595
114085, 12171
114084, 6897
114087, 15005
114086, 10811
114089, 15993
114088, 4692
114091, 11112
114090, 9280
114093, 15102
114092, 15983
114095, 7463
114094, 5424
114097, 3102
114096, 3618
114099, 15533
114098, 1835
114101, 5152
114100, 13192
114103, 12046
114102, 3115
114105, 5240
114104, 3374
114107, 2237
114106, 9724
114109, 8388
114108, 14296
114111, 13528
114110, 7487
114113, 10351
114112, 8866
114115, 6556
114114, 7035
114117, 13645
114116, 7984
114119, 2349
114118, 12278
114121, 3515
114120, 11718
114123, 9269
114122, 9874
114125, 3050
114124, 7710
114127, 1025
114126, 6724
114129, 15479
114128, 5395
114131, 3522
114130, 6610
114133, 130
114132, 8352
114135, 9962
114134, 4045
114137, 11520
114136, 1034
114139, 11570
114138, 15479
114141, 9645
114140, 1906
114143, 977
114142, 13390
114145, 3261
114144, 15662
114147, 10007
114146, 12492
114149, 14183
114148, 2654
114151, 12027
114150, 9642
114153, 5583
114152, 12631
114155, 9608
114154, 10497
114157, 11364
114156, 3636
114159, 14634
114158, 13827
114161, 7281
114160, 13113
114163, 7359
114162, 4228
114165, 13553
114164, 813
114167, 12583
114166, 8497
114169, 10225
114168, 7428
114171, 14288
114170, 13209
114173, 10761
114172, 10792
114175, 12134
114174, 1871
114177, 7173
114176, 9871
114179, 12887
114178, 15544
114181, 4873
114180, 13993
114183, 1936
114182, 2070
114185, 14972
114184, 12621
114187, 12973
114186, 6357
114189, 342
114188, 10046
114191, 11450
114190, 7904
114193, 7984
114192, 8004
114195, 312
114194, 14896
114197, 13283
114196, 6889
114199, 449
114198, 2535
114201, 925
114200, 14401
114203, 726
114202, 10726
114205, 526
114204, 1759
114207, 9724
114206, 3276
114209, 557
114208, 6029
114211, 10503
114210, 13359
114213, 2967
114212, 8790
114215, 857
114214, 12747
114217, 7483
114216, 8143
114219, 14852
114218, 11200
114221, 11653
114220, 14146
114223, 7979
114222, 8123
114225, 8373
114224, 2491
114227, 14954
114226, 13438
114229, 10115
114228, 3216
114231, 4137
114230, 10219
114233, 13195
114232, 13843
114235, 10442
114234, 13884
114237, 14236
114236, 1878
114239, 13324
114238, 7451
114241, 13764
114240, 3710
114243, 13465
114242, 2053
114245, 3834
114244, 4122
114247, 8943
114246, 12726
114249, 15712
114248, 12189
114251, 9855
114250, 9957
114253, 800
114252, 7725
114255, 1809
114254, 6004
114257, 12356
114256, 14080
114259, 2235
114258, 4453
114261, 6792
114260, 6509
114263, 6703
114262, 9832
114265, 6762
114264, 1638
114267, 1259
114266, 6547
114269, 2860
114268, 13177
114271, 10528
114270, 6747
114273, 6127
114272, 4098
114275, 10100
114274, 12061
114277, 5828
114276, 11211
114279, 7663
114278, 10529
114281, 7102
114280, 13014
114283, 260
114282, 2871
114285, 1166
114284, 11159
114287, 2978
114286, 2996
114289, 10007
114288, 10018
114291, 12401
114290, 11251
114293, 5880
114292, 5536
114295, 9679
114294, 4339
114297, 3620
114296, 15715
114299, 2717
114298, 2410
114301, 15837
114300, 12956
114303, 3266
114302, 3753
114305, 7257
114304, 13161
114307, 3763
114306, 12115
114309, 1804
114308, 950
114311, 11644
114310, 3160
114313, 8204
114312, 9019
114315, 12420
114314, 12274
114317, 7647
114316, 2448
114319, 12097
114318, 15499
114321, 8632
114320, 9899
114323, 10473
114322, 14636
114325, 6540
114324, 5336
114327, 14454
114326, 15509
114329, 2908
114328, 9067
114331, 15296
114330, 1539
114333, 709
114332, 7586
114335, 15979
114334, 13389
114337, 1577
114336, 7151
114339, 14179
114338, 15833
114341, 3702
114340, 7837
114343, 6498
114342, 14834
114345, 2128
114344, 13843
114347, 10682
114346, 15608
114349, 10559
114348, 162
114351, 3121
114350, 14697
114353, 2281
114352, 839
114355, 1630
114354, 15479
114357, 3968
114356, 15331
114359, 7645
114358, 933
114361, 7645
114360, 9071
114363, 12274
114362, 15676
114365, 57
114364, 9296
114367, 36
114366, 2165
114369, 5014
114368, 10546
114371, 12319
114370, 10012
114373, 13625
114372, 14668
114375, 12848
114374, 12650
114377, 4539
114376, 8243
114379, 8447
114378, 14510
114381, 7769
114380, 6891
114383, 9077
114382, 6602
114385, 5043
114384, 6609
114387, 15002
114386, 14467
114389, 3568
114388, 8728
114391, 3245
114390, 11206
114393, 14467
114392, 5522
114395, 12650
114394, 3227
114397, 12637
114396, 12083
114399, 15506
114398, 7333
114401, 15635
114400, 13465
114403, 10770
114402, 13824
114405, 9155
114404, 7984
114407, 11996
114406, 5628
114409, 15473
114408, 12438
114411, 4016
114410, 15944
114413, 743
114412, 12747
114415, 14235
114414, 7613
114417, 9283
114416, 8542
114419, 8528
114418, 15371
114421, 11244
114420, 1577
114423, 10801
114422, 2306
114425, 2974
114424, 557
114427, 12716
114426, 15360
114429, 14205
114428, 14677
114431, 13664
114430, 3092
114433, 9439
114432, 11489
114435, 13499
114434, 5140
114437, 8754
114436, 11457
114439, 9435
114438, 5616
114441, 6383
114440, 7808
114443, 9259
114442, 3089
114445, 8185
114444, 4767
114447, 14224
114446, 1726
114449, 9148
114448, 5572
114451, 12040
114450, 1519
114453, 7985
114452, 15826
114455, 1071
114454, 14016
114457, 4249
114456, 7725
114459, 10504
114458, 12038
114461, 3321
114460, 15899
114463, 14750
114462, 13032
114465, 10305
114464, 1798
114467, 10335
114466, 12657
114469, 9347
114468, 9102
114471, 3607
114470, 10000
114473, 9269
114472, 12016
114475, 8639
114474, 13216
114477, 15050
114476, 1089
114479, 9774
114478, 5617
114481, 11161
114480, 6810
114483, 7001
114482, 575
114485, 14111
114484, 9966
114487, 5596
114486, 8784
114489, 12706
114488, 11983
114491, 6962
114490, 5901
114493, 13612
114492, 5880
114495, 15937
114494, 13780
114497, 2142
114496, 15986
114499, 15551
114498, 1469
114501, 1915
114500, 14563
114503, 1588
114502, 188
114505, 1229
114504, 1870
114507, 13894
114506, 2303
114509, 13389
114508, 3647
114511, 2526
114510, 7107
114513, 12804
114512, 11686
114515, 3447
114514, 12546
114517, 14238
114516, 702
114519, 13068
114518, 14729
114521, 10921
114520, 13589
114523, 1385
114522, 3825
114525, 13839
114524, 3626
114527, 11793
114526, 1280
114529, 9228
114528, 1059
114531, 5725
114530, 15950
114533, 12627
114532, 1039
114535, 1684
114534, 7418
114537, 13416
114536, 15964
114539, 1702
114538, 6954
114541, 9082
114540, 3393
114543, 11543
114542, 1934
114545, 2237
114544, 7985
114547, 13916
114546, 4351
114549, 15045
114548, 7275
114551, 13091
114550, 7411
114553, 7546
114552, 4971
114555, 10504
114554, 890
114557, 13828
114556, 14229
114559, 11997
114558, 10945
114561, 8620
114560, 4770
114563, 10107
114562, 14555
114565, 15524
114564, 12726
114567, 10734
114566, 14658
114569, 5915
114568, 4218
114571, 2736
114570, 5380
114573, 4945
114572, 5256
114575, 11014
114574, 12589
114577, 10505
114576, 2602
114579, 5380
114578, 6202
114581, 3186
114580, 8847
114583, 3429
114582, 8415
114585, 7398
114584, 6329
114587, 4925
114586, 6292
114589, 1551
114588, 6333
114591, 10533
114590, 4586
114593, 7988
114592, 1898
114595, 2496
114594, 9005
114597, 1229
114596, 15218
114599, 6378
114598, 10314
114601, 3095
114600, 8555
114603, 14276
114602, 3295
114605, 11648
114604, 5880
114607, 4068
114606, 5150
114609, 6232
114608, 9119
114611, 8141
114610, 7472
114613, 8968
114612, 13623
114615, 8369
114614, 1599
114617, 12757
114616, 4021
114619, 4021
114618, 7853
114621, 1237
114620, 6185
114623, 11115
114622, 6207
114625, 12434
114624, 13195
114627, 2356
114626, 216
114629, 1103
114628, 3373
114631, 3394
114630, 4572
114633, 2356
114632, 755
114635, 8039
114634, 8060
114637, 13820
114636, 13080
114639, 1551
114638, 14370
114641, 10392
114640, 8260
114643, 14580
114642, 6557
114645, 10217
114644, 11256
114647, 9419
114646, 9706
114649, 13247
114648, 14238
114651, 10932
114650, 12214
114653, 13190
114652, 9047
114655, 6496
114654, 15316
114657, 3999
114656, 12333
114659, 2677
114658, 11441
114661, 10370
114660, 8240
114663, 9126
114662, 9119
114665, 4345
114664, 10973
114667, 1596
114666, 8962
114669, 5728
114668, 2475
114671, 13524
114670, 2308
114673, 7732
114672, 12478
114675, 13011
114674, 3898
114677, 9498
114676, 9549
114679, 10115
114678, 13570
114681, 5818
114680, 2216
114683, 9703
114682, 177
114685, 7878
114684, 139
114687, 9611
114686, 13001
114689, 3910
114688, 14947
114691, 1566
114690, 5810
114693, 490
114692, 7398
114695, 1367
114694, 6126
114697, 9624
114696, 15927
114699, 11245
114698, 7421
114701, 896
114700, 12564
114703, 222
114702, 15546
114705, 1506
114704, 10126
114707, 3779
114706, 12517
114709, 7523
114708, 15275
114711, 3530
114710, 13582
114713, 9000
114712, 9591
114715, 15011
114714, 13521
114717, 6424
114716, 15620
114719, 3717
114718, 3771
114721, 293
114720, 11788
114723, 3444
114722, 8240
114725, 12169
114724, 7691
114727, 6080
114726, 10820
114729, 14467
114728, 3881
114731, 9638
114730, 883
114733, 14214
114732, 12131
114735, 14958
114734, 12569
114737, 8248
114736, 13256
114739, 11755
114738, 13260
114741, 679
114740, 12737
114743, 4365
114742, 5826
114745, 15467
114744, 6083
114747, 98
114746, 3268
114749, 2536
114748, 11302
114751, 15999
114750, 12849
114753, 2026
114752, 11378
114755, 8185
114754, 12696
114757, 9373
114756, 13087
114759, 7021
114758, 3925
114761, 325
114760, 10484
114763, 7994
114762, 8365
114765, 11938
114764, 4124
114767, 12882
114766, 11354
114769, 5880
114768, 9267
114771, 7949
114770, 14083
114773, 9181
114772, 9967
114775, 7487
114774, 7376
114777, 8059
114776, 9608
114779, 5689
114778, 1130
114781, 805
114780, 11597
114783, 372
114782, 809
114785, 11478
114784, 11976
114787, 13054
114786, 7020
114789, 7250
114788, 13052
114791, 3902
114790, 6810
114793, 8578
114792, 9406
114795, 10516
114794, 3017
114797, 10332
114796, 10076
114799, 3062
114798, 10788
114801, 11755
114800, 14288
114803, 5753
114802, 7935
114805, 11263
114804, 15870
114807, 8457
114806, 14330
114809, 4089
114808, 15899
114811, 8131
114810, 6127
114813, 12039
114812, 12463
114815, 9283
114814, 9680
114817, 3458
114816, 10729
114819, 13272
114818, 4610
114821, 14479
114820, 10875
114823, 5898
114822, 10145
114825, 9784
114824, 912
114827, 8588
114826, 6295
114829, 8337
114828, 502
114831, 10240
114830, 7456
114833, 7103
114832, 2963
114835, 5841
114834, 14613
114837, 9909
114836, 1031
114839, 2133
114838, 1739
114841, 15421
114840, 9282
114843, 10211
114842, 7436
114845, 2027
114844, 15399
114847, 2603
114846, 13087
114849, 14502
114848, 10942
114851, 3373
114850, 4126
114853, 13062
114852, 2869
114855, 13327
114854, 5215
114857, 14672
114856, 12551
114859, 11701
114858, 13742
114861, 11051
114860, 3369
114863, 91
114862, 2260
114865, 11686
114864, 6946
114867, 10955
114866, 570
114869, 403
114868, 4917
114871, 2429
114870, 8369
114873, 5399
114872, 7691
114875, 590
114874, 15598
114877, 3095
114876, 11867
114879, 10845
114878, 3037
114881, 13951
114880, 12149
114883, 6363
114882, 14613
114885, 6509
114884, 808
114887, 5861
114886, 11564
114889, 9194
114888, 12757
114891, 13787
114890, 10846
114893, 4644
114892, 9947
114895, 5898
114894, 6790
114897, 800
114896, 1860
114899, 15339
114898, 1680
114901, 10568
114900, 10125
114903, 5522
114902, 5446
114905, 6996
114904, 36
114907, 11814
114906, 9412
114909, 834
114908, 14780
114911, 7134
114910, 6015
114913, 9680
114912, 7804
114915, 15185
114914, 1906
114917, 9943
114916, 2481
114919, 8613
114918, 5871
114921, 15291
114920, 7953
114923, 1307
114922, 3037
114925, 10177
114924, 15148
114927, 1398
114926, 10543
114929, 2367
114928, 10714
114931, 293
114930, 14277
114933, 4575
114932, 6298
114935, 13211
114934, 15414
114937, 12272
114936, 9509
114939, 6787
114938, 1594
114941, 14299
114940, 4722
114943, 3376
114942, 435
114945, 770
114944, 14678
114947, 3708
114946, 9647
114949, 14640
114948, 12165
114951, 15728
114950, 9076
114953, 4100
114952, 6812
114955, 11842
114954, 9679
114957, 14614
114956, 12784
114959, 6377
114958, 10046
114961, 15291
114960, 15163
114963, 9347
114962, 9259
114965, 7099
114964, 10338
114967, 15009
114966, 2406
114969, 10539
114968, 12811
114971, 8917
114970, 2448
114973, 9292
114972, 8159
114975, 1260
114974, 14304
114977, 6735
114976, 11778
114979, 5158
114978, 8289
114981, 6611
114980, 2104
114983, 2159
114982, 4690
114985, 15339
114984, 4985
114987, 6444
114986, 14759
114989, 5920
114988, 15759
114991, 11645
114990, 361
114993, 445
114992, 7512
114995, 411
114994, 1065
114997, 8988
114996, 5795
114999, 693
114998, 14998
115001, 7444
115000, 13625
115003, 1347
115002, 9586
115005, 6635
115004, 11165
115007, 15625
115006, 3026
115009, 14866
115008, 10380
115011, 14694
115010, 14096
115013, 8333
115012, 3895
115015, 7
115014, 15975
115017, 9937
115016, 8480
115019, 7683
115018, 9948
115021, 12756
115020, 449
115023, 11677
115022, 12116
115025, 6801
115024, 12047
115027, 8775
115026, 1207
115029, 11046
115028, 6758
115031, 15222
115030, 8742
115033, 5770
115032, 10712
115035, 1264
115034, 1559
115037, 12393
115036, 238
115039, 1607
115038, 4039
115041, 10546
115040, 2773
115043, 5095
115042, 10
115045, 1900
115044, 14529
115047, 8785
115046, 2428
115049, 7271
115048, 15274
115051, 11784
115050, 9686
115053, 6767
115052, 8037
115055, 5689
115054, 3753
115057, 6645
115056, 1755
115059, 502
115058, 11887
115061, 4183
115060, 783
115063, 527
115062, 8564
115065, 7311
115064, 3972
115067, 5778
115066, 7490
115069, 6885
115068, 4023
115071, 8332
115070, 3062
115073, 15511
115072, 3591
115075, 7949
115074, 14231
115077, 15304
115076, 6205
115079, 11291
115078, 8556
115081, 14328
115080, 77
115083, 6591
115082, 1551
115085, 13866
115084, 6199
115087, 6257
115086, 7491
115089, 1434
115088, 4599
115091, 12465
115090, 9435
115093, 4170
115092, 188
115095, 2128
115094, 9063
115097, 14008
115096, 12716
115099, 9810
115098, 14124
115101, 13150
115100, 5492
115103, 5320
115102, 1193
115105, 12214
115104, 15315
115107, 15078
115106, 13368
115109, 13224
115108, 7057
115111, 3377
115110, 4870
115113, 10047
115112, 12892
115115, 2631
115114, 7001
115117, 6321
115116, 4518
115119, 12280
115118, 1870
115121, 3160
115120, 13655
115123, 4241
115122, 2298
115125, 12249
115124, 13845
115127, 7899
115126, 7398
115129, 8443
115128, 11205
115131, 3643
115130, 8720
115133, 11092
115132, 7047
115135, 6481
115134, 8559
115137, 3037
115136, 9140
115139, 13513
115138, 2075
115141, 15185
115140, 9226
115143, 272
115142, 14544
115145, 15909
115144, 12528
115147, 14896
115146, 15050
115149, 4073
115148, 14646
115151, 8487
115150, 11802
115153, 15347
115152, 11994
115155, 3122
115154, 2238
115157, 14694
115156, 11165
115159, 13157
115158, 12663
115161, 9917
115160, 10871
115163, 4805
115162, 5041
115165, 358
115164, 8163
115167, 15479
115166, 13312
115169, 2780
115168, 1249
115171, 15759
115170, 15274
115173, 101
115172, 15071
115175, 2160
115174, 11270
115177, 15711
115176, 10406
115179, 11024
115178, 3494
115181, 10634
115180, 173
115183, 8524
115182, 5978
115185, 11324
115184, 12214
115187, 5633
115186, 8743
115189, 12779
115188, 12736
115191, 8886
115190, 5623
115193, 14697
115192, 557
115195, 15324
115194, 3557
115197, 7270
115196, 8117
115199, 15401
115198, 9615
115201, 14608
115200, 816
115203, 3099
115202, 3214
115205, 3659
115204, 7775
115207, 10182
115206, 13205
115209, 805
115208, 12455
115211, 8480
115210, 5169
115213, 6666
115212, 11022
115215, 15482
115214, 11468
115217, 1594
115216, 1511
115219, 3532
115218, 6639
115221, 2154
115220, 14319
115223, 4164
115222, 3764
115225, 9296
115224, 4995
115227, 5255
115226, 10555
115229, 3102
115228, 12671
115231, 3286
115230, 3962
115233, 12713
115232, 4959
115235, 6223
115234, 9798
115237, 6209
115236, 7871
115239, 3155
115238, 12947
115241, 11970
115240, 9730
115243, 11564
115242, 13659
115245, 3836
115244, 11814
115247, 5259
115246, 15082
115249, 13800
115248, 9446
115251, 6050
115250, 8328
115253, 816
115252, 2902
115255, 2551
115254, 2320
115257, 7748
115256, 3724
115259, 12164
115258, 2619
115261, 14959
115260, 15693
115263, 882
115262, 7748
115265, 3167
115264, 2677
115267, 10049
115266, 11476
115269, 3408
115268, 10571
115271, 1517
115270, 2870
115273, 8513
115272, 3883
115275, 13667
115274, 12392
115277, 9164
115276, 2144
115279, 570
115278, 12751
115281, 7055
115280, 15343
115283, 8567
115282, 1497
115285, 13679
115284, 14810
115287, 6276
115286, 13558
115289, 12361
115288, 14667
115291, 5701
115290, 14012
115293, 13916
115292, 2260
115295, 12996
115294, 9577
115297, 7368
115296, 11654
115299, 7248
115298, 10996
115301, 9239
115300, 11699
115303, 9500
115302, 11887
115305, 2603
115304, 4048
115307, 7562
115306, 1497
115309, 7693
115308, 2953
115311, 6958
115310, 8840
115313, 557
115312, 7469
115315, 3556
115314, 7190
115317, 11724
115316, 7278
115319, 2593
